,Target
1044650802,0
735263993,0
7406088547,0
755521322,0
1023662538,2
7437916065,0
823530506,1
648826680,0
825315183,0
435651766,0
643595338,0
106526404,0
811069521,0
1034155384,0
1017310420,0
593635782,2
398552084,0
1150718643,2
368179393,0
1127191121,0
7386025116,0
587480095,2
5383517696,2
10445048262,0
1034121757,0
106084245,0
5101844791,0
1153800923,0
1154410632,0
1154403304,0
1125779128,2
519915630,0
1145938025,0
1152867173,0
5442989192,1
7403592626,2
611674817,0
741093001,0
569892515,0
5417413320,0
745159257,0
1031959826,2
577071302,0
576978941,0
76945543,0
75168100,0
752993905,0
77199770,0
715565460,0
732657474,0
433340799,0
568634850,0
588072085,0
575253396,0
4105784993,0
432420137,0
633528762,0
4437891894,0
461304991,0
585590042,0
365812885,0
3394838859,0
422168020,0
376229916,0
477711312,0
439666858,0
325937460,0
433945708,0
5119818031,0
4394923380,0
3116114597,0
510294789,0
3101331830,0
638930019,0
593644215,0
561613890,0
5123159927,0
5390838292,0
364860087,0
582580573,0
1036324059,0
10110839673,2
5437213305,0
1092910513,0
596077813,0
590473460,0
56357936,0
467743867,0
5120433887,0
568267410,0
1146441118,0
3152217946,0
3106988508,0
6386182368,1
529218475,0
569937444,0
370495363,0
569882816,0
3409350518,0
516435550,0
1028909785,0
570627490,0
336869184,0
576962798,1
333518464,0
78784283,0
725084263,0
574768132,0
751014585,0
733773187,0
587567277,0
5118122256,0
427000875,0
1152266985,2
335840898,1
4396727040,0
434177128,0
451336658,0
4299062005,0
810558508,0
116645831,0
3428997288,0
471327418,0
518585037,0
131412611,0
4103324961,0
44558177,0
1144824296,2
10148385642,0
1153090406,1
1129206491,0
4392677468,0
563301188,0
121204723,0
562213390,0
429631484,0
112330145,0
58198424,1
570838197,0
6418216355,1
5102132925,0
57541446,0
732730424,0
599267045,0
448914434,0
4424431554,2
6386149175,0
433048266,0
617749021,0
613648246,0
10429058292,0
7165877710,0
624741406,0
629424565,0
1154291510,0
5389132807,0
528563481,0
433173887,0
733710308,0
45275816,0
510760450,0
6377498684,0
812511414,0
4399247541,0
345690893,0
829519921,0
10430387384,2
831222207,0
830867659,0
8440570053,0
814522644,0
810729549,0
831331641,0
86403112,0
68336578,0
1047147990,0
522130043,0
756569893,0
749696005,0
1131900524,1
575375633,1
573887770,0
1407136736,1
5121158755,0
569749916,0
76240696,0
754424602,2
736366944,0
628399759,0
371705127,0
86151164,0
1414133033,0
811410664,0
1129706637,0
6441547839,0
647014844,0
646114762,0
3114422716,0
3151906053,0
3104300553,0
5390666629,2
565160238,0
1397997544,0
1134041862,0
5120658142,0
5104748864,0
1152486687,0
1153797670,0
1154349088,0
737711055,0
753380330,0
754291979,0
1148413976,0
564057010,0
567220413,0
137308991,0
585298570,1
1150612250,0
1148662047,0
10447695527,0
1138678671,0
749567103,0
387067592,0
1049889237,0
333473648,0
5114849087,0
643898499,0
516118284,0
3437923923,1
5394984443,1
595914652,0
570958397,0
3382008164,0
5102300892,0
598867677,0
5124602398,0
523587446,0
516474707,2
1153574061,0
1137413368,0
1067469351,0
512043455,1
332455807,0
530242762,2
565952052,0
570759210,0
5212811601,0
1045631746,0
3398801732,0
3117698123,0
565054934,0
3414970608,2
5436003797,1
1010538265,0
1010992696,0
8423137886,0
820786534,0
78535295,0
741797324,0
84817505,1
54526452,0
494760359,0
1144164938,0
830039718,0
5164038851,0
513610177,0
1151354883,0
5113237557,0
514099346,0
573811888,0
1439765439,0
436687301,0
563009406,0
515788821,0
116263170,0
120456924,0
5403444108,0
4164644729,0
568692022,0
576500423,1
1151265084,0
528547268,0
7410572109,0
734131942,0
1410151476,0
56558837,2
573755523,0
511813407,0
634224676,2
1148085047,0
643582069,0
1132865152,0
1149094862,0
84723912,0
1010821307,2
625243928,0
8444409942,0
106892138,0
635057418,0
1023626275,2
1142128408,2
1145718453,0
373032096,0
5110909448,0
133419136,0
645205967,0
1142951691,0
1154285345,0
1146883439,0
1153989833,0
566256513,0
567303709,0
1154321833,0
5115577127,2
564070224,0
513102864,0
571190964,0
131687722,0
59843688,0
753440953,0
754975464,0
3151849381,0
65655265,0
731847862,0
738883848,0
828763843,0
815084541,2
562018986,0
395666490,0
105214507,0
10152238351,0
583149499,0
566218895,1
1083084066,1
4411233312,0
5433253919,0
10123685290,0
562793242,0
3151845145,0
379956486,0
10401984377,0
5105473026,0
3426024787,0
368053368,0
365885354,0
3152058970,0
1032185558,0
572397131,0
587629473,0
522117604,0
10151557621,0
54714145,0
712180946,0
750891786,0
563873932,0
10449269529,0
528516301,0
752479340,0
6379053644,0
57852580,0
5429370485,0
5121706601,0
435309548,0
448579159,0
166751331,0
1397912817,1
1147999544,0
5119704399,0
596213129,0
5123277859,0
569829360,0
530911159,0
106070709,0
562747870,0
1378622802,0
1065605519,2
461420992,0
497361615,2
520616349,0
562749974,0
7220089035,1
4111706188,0
743233118,0
486123872,0
4299663553,0
1387459923,0
450376996,0
440272231,0
462255965,0
4166151126,0
395696097,0
642979800,0
457706897,0
369448456,0
525018494,0
371799936,0
10153499032,0
10153991338,0
10154003813,0
10152543029,0
3151699530,0
3410591897,1
5165847552,0
514670826,0
568435862,0
1032231100,0
564136399,0
366931695,2
570918683,0
5102358756,0
3426968825,0
10391981279,0
5118657711,0
567192414,0
569891119,0
5413550070,1
579092302,0
1062852678,0
574779108,0
567211797,0
1153942901,0
5429038234,0
1128363977,0
3406012590,0
582827737,0
575136351,0
3106955897,0
5120945353,0
5110965462,0
3151741818,0
1080686997,0
10120277254,0
583076484,0
58196863,0
3406582998,2
510440832,0
524689202,1
572515993,0
3114271122,0
3114118720,0
569970364,0
3388017452,0
567493681,0
332960215,0
379911650,0
568413376,0
483368192,0
8409986107,0
1151090661,0
118416296,0
568378433,0
568436200,0
514395560,0
1040764392,0
1033856787,0
711871062,0
6300244274,0
647462401,0
443928382,0
466491480,0
564017695,0
470276884,0
581124005,0
4298756041,0
450274061,0
444794710,1
593280905,0
590687784,0
6412711584,0
4387952037,0
448165894,0
644423130,0
362594372,0
452572087,0
644565457,0
6422679527,0
648871943,0
7431776278,0
751019795,0
7298796644,0
639625831,0
523574921,0
471304043,0
753324242,0
1153940639,0
516103117,0
5107803697,0
6393786812,0
825969899,0
611126076,0
491066558,0
438966534,0
10448301772,1
415014030,0
10441782235,0
815597741,0
815307445,0
8213031694,0
814915239,0
621451032,0
633599383,0
6414173630,0
633148011,0
427575259,0
86585155,0
643290181,0
633303031,0
134470668,0
454350202,0
824964705,0
438307731,0
89486578,0
89563230,0
831156766,0
6431744649,0
1046997994,2
85863229,0
1442327621,2
5124212990,0
1139617455,0
5120199372,0
644444059,0
582932941,0
5102218181,0
511630362,0
1075263613,0
10417876921,0
526861667,0
10446180208,0
1093270611,0
332011616,0
3151874314,0
751947023,0
59678702,2
5108073791,0
528890464,0
5123635424,0
562025552,0
3151985827,0
371727993,0
524717204,0
738646441,0
79334953,0
732889945,0
3383949025,0
366826772,0
755824751,0
89940759,0
610614710,0
7395378597,0
578454404,0
59963385,0
567088787,0
580753915,0
5381002216,0
632826157,0
106417551,2
1154109227,0
89938680,0
108694478,0
370548196,0
371860302,1
712462860,0
104443898,0
712797727,0
760169184,0
88824767,0
632993241,0
820767038,0
86655526,0
826370278,0
85196323,0
106569720,0
637550616,0
10440890037,0
1010245558,1
1031376437,0
6418346238,0
816417837,0
817800003,0
1142808091,0
3109777847,0
1150110519,0
5102334398,1
728737922,0
517533331,0
753175108,0
636134177,0
1408061642,0
421604426,0
747537939,0
5102218774,0
820971031,0
89630203,0
59512297,0
1154322723,0
829390085,2
811347531,0
5104787799,0
580194973,0
736903132,0
1023426122,0
5389619206,0
19598594,0
69921537,0
1143402188,0
585443377,0
1150351022,0
1149805965,0
596277445,0
647734589,0
5417461086,0
579056207,0
10107791468,0
1153939811,0
514979598,0
517557765,0
1153293183,1
4386833010,0
1138089581,0
6379557431,0
5122957655,0
566139829,0
3152110842,0
564092923,0
5124197749,2
564223628,0
517502070,0
1442002427,0
5118261141,0
569847033,0
10444064049,0
734199158,0
8296728721,0
510440914,0
5404198417,0
757367828,0
528519441,0
569586191,0
568850955,2
56664043,1
3114054673,0
398284166,0
4383556213,0
641395986,0
6297751233,0
86099617,0
1152570649,0
1153200449,0
10444558992,0
8420095885,0
3424310973,0
816248296,0
811053532,0
6420310361,0
86597882,0
819079689,0
641482931,0
6385907730,0
818843399,0
825991011,0
826532641,0
6396805575,0
86417526,0
642890667,0
1021965665,0
6390966383,0
638037254,0
638474991,0
563182259,0
3417405082,0
1151307273,0
384533659,0
3421801115,1
334758650,0
3116283461,0
1150758987,0
1391746974,0
1146591964,2
1143366248,0
1126753608,0
1150050719,0
1152875847,0
1152804287,2
156131296,0
5393462175,0
1140969261,0
743816069,0
1148700201,0
715523062,1
740174992,0
730317742,0
564369399,0
563282702,0
830684687,0
569722563,0
571899382,0
4380000451,0
640996028,0
1049967936,0
7163989710,0
566261805,0
747796715,0
7387600313,0
567362733,0
1050458849,0
749568127,0
1066341750,0
75105477,0
572230403,0
15943437,0
569524693,0
1408029028,0
1026172986,0
569684397,0
527525805,0
5104829337,0
8414155692,0
830691860,0
8406057208,0
824173805,0
8414677274,0
3386545173,0
8428094551,0
628393975,0
633538281,0
1022627031,2
648932200,0
361576711,0
1029431284,0
138764424,0
578916360,0
527889657,0
6397559343,0
395470387,0
1154090199,0
1400209988,0
759349250,0
757223512,0
5105473042,0
76019641,0
1151039103,0
753603359,0
111969722,0
520615929,1
569663733,0
567397717,0
567099062,0
1145372770,0
1130827855,0
1126923114,0
7417558874,0
722875584,0
3151384063,0
517178734,0
826532665,0
637745794,1
34604292,0
516469200,0
510443843,0
562931838,0
518967156,0
820175204,0
564383469,0
1022584587,0
8398388351,0
5101981404,0
5385240088,0
360541782,0
55878769,0
361585533,0
411209965,0
561908587,0
598677093,0
573815389,0
3406966870,0
5122289302,0
345278329,0
10151404946,0
3437176128,0
587429588,0
565272554,0
3117898051,0
3151557767,0
3384975688,2
568321443,0
395035709,0
749973582,0
1020256079,1
753670007,0
760695318,0
740302055,0
812939599,0
719662795,0
810742171,1
580981078,0
5403970736,0
89192064,0
8391654670,0
5393462866,2
568413675,0
510296278,0
562031628,0
561946036,0
526472027,0
569966935,0
640723067,0
437981966,0
4106241380,0
4103106334,0
481338743,1
468943005,0
471306263,0
752098616,0
726175147,0
1148570059,0
1154338733,0
1152885974,0
728743706,0
465586270,0
823482185,0
86520118,0
423789858,0
813217528,1
460808891,0
435893863,0
432360033,0
4299612288,0
751898475,0
718105025,0
732461081,0
410451957,0
479362840,0
475842308,0
472846575,0
739674524,0
456715981,0
46399498,0
419465432,0
1153175394,0
820756247,1
1390097495,0
1135799487,0
1154078680,0
322666911,0
449282189,1
467945455,0
434740205,0
741942139,0
450042447,0
828452226,0
470167553,0
448811916,1
435392096,0
359963997,1
378093939,0
569716400,0
526822684,0
1047916304,0
574783414,0
112146527,0
5123869179,0
5105480875,0
1146948931,0
1444814284,0
10412975262,1
1149105669,0
1393719705,0
759649919,0
1126087701,0
10440496697,0
10444880968,0
1037299950,2
756173757,2
1150096254,0
731278708,0
1153796994,0
8408341558,0
638352111,0
1383373740,0
7391266456,1
735675883,0
750195906,0
627921025,0
647426237,0
615666052,0
494777512,0
1152312642,0
1153254687,0
389796283,0
636650453,0
366925843,0
3437822723,0
371742749,0
361044504,0
365771681,0
1150421291,1
436607771,0
829027816,0
8410609812,0
758121189,0
453412028,0
1152992270,2
757995405,0
449007675,0
7389373938,0
7436392544,0
758580291,0
741667234,0
730777210,0
612315162,1
640199378,0
1152780854,0
758840639,0
1150792321,1
1148672664,0
477538343,0
1150877107,0
3426365495,0
335586553,0
49779282,0
447908526,0
3382170370,0
335027233,0
819285214,0
755480565,0
4108947175,2
453036708,0
451922288,0
453562280,0
470151079,0
4447450215,0
491401986,0
469044059,0
56195077,0
497544679,0
5393736123,0
5111391506,0
5119433456,0
510611841,0
10298176493,0
438968094,0
587480803,1
712759342,0
1438835331,0
1408902427,0
1394129059,0
122655855,0
1136931170,0
1146042466,0
1149807032,0
1136021119,2
822432665,0
758007844,2
637969213,0
379875113,0
3377172849,0
7391290604,0
1050690941,0
107733221,0
58923403,0
1409296556,0
1043432344,0
613648369,0
760672901,0
4108915945,0
1032661466,2
6404399285,0
455562674,0
1128760792,0
3406963774,1
3151414462,0
377995630,0
365845328,0
330762308,0
332804476,0
371821321,0
6406662854,1
365906861,0
3152030226,0
366884934,0
3386040034,0
389256857,0
360008073,0
1141866853,0
1132527773,0
1436713207,1
417363515,0
1153815769,0
827061972,0
1149458939,0
89733766,0
828987393,0
89712803,0
89414781,0
819264045,0
1152507849,0
737199765,0
75140732,0
753692315,0
1134799351,0
10153970462,0
1045684173,0
10152268276,0
1153950777,0
642416830,0
1153263865,0
631442104,2
1152740812,0
1154027922,0
6397068729,0
4389630415,0
416306762,1
7418114848,0
3405066124,0
361572063,0
75989716,0
345273463,0
373036765,0
1150811206,0
17606131,0
3393011118,0
3151603983,0
3300266881,0
1393679681,0
376273903,0
131691876,2
448050556,0
744514537,0
437883491,0
739677502,0
572078309,0
566176586,0
4108746885,2
47121516,0
446001936,0
4394965769,0
1153630614,0
4442256143,0
88109051,0
452905056,0
1049614153,0
378022931,0
569704368,0
520659567,0
518930204,0
1411457367,0
5108161908,0
121193483,0
10102452834,0
446974879,0
113999690,0
14290778,0
1150352328,0
561902851,0
76728712,0
1154262635,0
1407812332,0
88699324,1
1148327764,2
17800322,0
1148149035,0
1028265383,2
754091993,0
131424216,0
8410816281,0
89114609,0
85938522,0
821362509,0
333973739,0
334285307,0
757589016,2
753211309,2
1152716639,0
621968130,0
749731016,0
10154183800,2
1153989541,0
373136209,0
3112513535,1
3151795408,1
3433235760,1
333514245,0
3412045820,0
363844798,0
35087984,0
374670656,1
315100912,0
6444215005,0
345690323,0
3151973924,0
10106801711,0
3164320395,0
3387015799,0
3411749519,0
1153168508,0
1152819854,0
3112522184,0
821129413,0
89708721,0
485925441,0
414567445,0
632005906,0
7418364816,0
1039447846,0
720148184,0
1034846277,0
1056529941,0
10449645504,0
1038346842,0
1154116959,0
637857042,0
1143387017,0
1153290639,0
1153249256,1
6418346840,0
1152733699,0
636031560,1
1153343013,0
373157102,0
10377665060,0
131114878,1
758543850,0
1378853106,0
4386491273,0
470341266,0
4103266562,0
756439162,0
373029217,0
363752842,2
742672749,0
1131200092,0
3401691665,0
366983524,0
1138516897,0
3107304844,0
386866429,0
1148337430,0
360039611,0
449916531,0
446008550,0
4399287503,0
3104523968,0
412381809,0
3389684825,0
448261941,0
345843735,0
756153148,0
725072860,0
1051715532,0
4407216011,0
530932957,0
757052163,0
810240963,0
5107971689,0
10122696011,0
827275852,0
718679298,0
573692343,0
755424820,0
719677619,0
5124490804,0
510592602,0
121560052,2
515794374,0
578430633,0
568221937,0
648657720,0
360585249,0
392581578,0
363856149,0
1021928701,0
6297739697,0
17095245,0
3421380105,0
56374779,0
565391468,1
593790104,0
379972617,0
582650010,1
731739938,0
816746562,0
1398253046,0
1148305742,0
1441620957,0
1149906288,0
516786057,0
511805931,0
5122424049,0
363746172,0
732981390,0
5123302922,0
631897844,0
8427283454,0
811946320,0
8298074591,2
338022053,0
323388183,0
3299771747,0
1015235131,0
1073061771,0
4300037059,1
475571961,0
5385648143,0
418434435,0
590511178,0
1403015780,0
511840063,0
364797201,0
362643836,0
3413886470,0
565326250,0
3152003592,0
528563638,0
364892025,0
511097238,0
3112570534,0
3101473395,0
75547301,2
86344330,0
812592866,0
86774250,0
566248445,0
519600888,1
8400088899,0
85293393,0
754906027,1
759600286,2
8381777672,0
618808416,0
5297639922,0
566117382,0
422181031,0
824809818,2
1148776620,0
588095359,0
1146431492,0
5404228341,0
1154145788,0
1153094645,0
621968852,0
1150335544,0
5120574045,2
5299754944,0
567180145,0
1434801345,2
486517529,0
810793307,1
1151352482,0
3399949651,0
1148184956,0
816031973,0
510607390,0
577164470,0
1073518601,0
587529792,0
567095735,0
633462914,0
565091322,0
1153134596,0
570862528,0
570739768,0
570619457,0
4106531068,0
10152704215,1
590902083,0
580802610,0
432611372,0
567276430,0
565298301,0
583137758,0
515767625,2
644609761,0
376332549,0
527169053,0
598932300,0
5419383895,0
5102165681,0
599299334,0
59851429,0
513364482,0
528895168,0
3151853586,0
5119855064,1
7387953829,0
743234946,0
512041634,0
572519993,0
632474536,0
338147480,0
369427604,0
713184837,0
741091280,0
88691328,0
812230398,0
822232560,0
8395333065,0
736282591,0
3151446082,0
812129304,0
810721079,0
830010829,0
84731862,0
632925832,0
824602794,0
635861857,0
104452051,2
816551450,0
1010402402,2
8433203601,0
6440835792,0
321580999,0
336103617,1
517166233,0
521025674,0
1143883736,2
1165760056,0
634379360,0
7432773216,0
126979502,0
65226511,0
1072323560,0
10402639433,0
57337017,0
582424385,0
5123175660,0
1407452977,0
1154114573,0
581127058,0
564372360,0
1154427195,0
1153846754,0
4440264909,1
459680142,0
5122268138,0
58201505,0
7219682000,0
749976496,0
7220745841,0
822968110,0
826533888,0
753824049,0
754148681,0
576493554,0
734049422,0
5389126097,0
757469167,0
719130733,0
528896481,0
5105555095,0
735754533,0
116264459,0
138542470,0
1010099028,0
1010166044,0
84250778,0
753362348,0
739111536,0
5118731310,2
738535950,0
522806737,0
569737185,0
16318968,0
124144872,0
86112242,0
3152140822,0
332641949,0
1152384937,0
584830891,0
5436521830,0
729286857,0
753435237,0
76204728,0
1152833717,0
1413131364,0
1143505016,0
4442999765,0
1148645640,0
5424259653,0
511650721,0
1402537457,0
746345656,0
7451375042,2
5412464502,0
395124365,0
753725496,0
1011107361,1
8427637297,0
726166606,2
5398323975,0
3152074238,0
1152290765,0
371759279,0
38134691,0
515239124,0
333282580,0
3444842749,0
3151539269,0
1045856263,0
313733961,0
334530914,0
10151818750,0
333126496,0
573255307,0
639385444,0
3443377119,0
5104762935,0
572200999,0
373023579,0
3100748643,0
58057062,0
7386214381,0
810542501,0
1051979797,0
585059442,1
59134137,1
515769623,0
8439882184,0
8392491479,0
721831184,2
8383747897,0
755962943,0
637123805,0
5102526891,0
567415609,0
437496036,0
452718267,0
4108998633,0
1132131469,0
1129632576,0
1435550957,0
132488557,0
10120084579,0
1143241866,0
5124147008,1
5114845397,0
486261947,0
5403249155,0
5409000821,0
5165760873,0
488337698,2
420479915,2
491527046,0
1150883984,0
711893965,0
7438938848,0
1153797067,0
411208556,0
1154364735,0
1147393713,0
413025317,0
747125281,1
325581764,0
562165274,0
1154424787,0
418443564,0
1153603722,0
44556803,0
488505461,0
757646815,0
75773934,0
821709133,0
1220157010,0
1154069051,0
435163160,0
464739265,0
448477740,0
464714866,0
6438927873,0
1153827385,0
7377066348,0
3404527104,2
7391664245,0
137665175,0
345849178,0
486657934,2
4393969855,0
470042980,0
10420286546,0
361024692,0
463488508,0
483590336,0
447109225,0
3437558229,0
445825491,1
466436297,0
1220532430,0
1135944476,2
1148500945,0
513342245,0
632752590,0
477670448,0
566294432,0
5110728632,0
476074889,0
5122999386,0
1443354955,0
7389664940,0
1378632531,2
1150382877,0
1136974510,0
166762462,0
811050949,0
87833574,0
722869638,0
7393545388,0
829645962,0
6383177849,0
637214282,0
4428038644,0
752751264,0
7405059355,0
3411157795,0
3151567110,0
361117134,0
370449586,0
373139449,2
384484729,0
3432917063,0
3151389261,0
3112302764,0
637969542,0
324147324,0
632761835,0
637852522,2
6165518105,0
3412812471,0
10214120438,0
8220888991,0
828302547,0
89567567,0
831632630,0
10450932247,0
1041641471,0
4430894041,0
1152681149,0
1153920386,0
750188681,0
1041098766,0
76956544,0
7431991650,0
132227460,0
1152775198,0
636225944,0
1153198790,0
1014451109,0
1023057527,0
1399156551,0
369318519,0
469232265,0
458801968,0
440168128,0
1152779391,0
733201599,0
422167506,0
474408453,0
4422769531,1
333129839,0
3116183657,0
120451499,0
3405840524,0
3151770150,2
3151965725,0
1151087266,0
3100821720,1
421596675,0
753681778,0
4430312710,0
451408588,0
4395644297,0
411748914,0
4406432050,2
4109298884,0
457335167,0
4399686292,0
438730034,0
436165845,0
5418579898,1
463553338,1
1438500487,1
513369846,0
440801436,0
1148455135,0
528563450,0
1022856480,0
447522993,0
1135452109,0
1150093599,0
1131594620,1
1148321086,0
138542325,0
1445901980,0
756649129,0
755189902,2
824173227,0
7403189192,0
77761557,0
1154414328,1
749930631,0
748710478,0
611120910,0
636322341,0
6407330212,0
4386453590,0
1154427487,0
1152464075,0
1153879134,0
361539289,0
3404491619,0
10432421173,0
3409351560,0
3151475606,0
648512596,0
623062987,0
620865105,0
395375961,0
332569855,0
10151440860,0
86165262,0
826536757,0
10154000694,0
1153006884,0
10153186515,0
10154426800,0
734133168,0
6418352070,0
1152409248,0
1127368200,1
1153386087,0
732051503,1
754246941,2
1146803409,0
471407848,0
469258186,0
1423864719,0
377999364,0
371736820,0
3399599658,0
8421723577,0
376299243,0
3152077056,0
386976357,0
3441923244,0
134919934,0
3116655328,0
3101573802,0
418468152,0
34765573,0
4411202777,0
360590477,0
488532863,0
462308280,1
3116227489,0
3424311132,2
4106018346,1
471542600,2
461291395,0
6441279838,0
633455419,0
68341426,0
86304747,0
1125350010,0
1149922220,0
812584977,0
3112614260,2
3151978155,0
10153780420,0
5104806479,0
1144170390,0
56063433,0
758733954,0
55877519,0
1022877657,0
1040299640,0
723439095,1
752274943,0
451494572,0
5413251697,0
637647081,0
5410803556,0
731963201,2
371707944,0
525046603,0
516771473,0
378096778,0
3151828234,0
10441396101,0
3300266772,0
331426369,0
569823112,0
511658582,0
582409651,0
5119251160,0
593287996,0
373188282,0
3395531067,0
1046059413,0
1060008422,0
5121116715,0
3151817737,0
1045850801,0
377936182,0
344934178,0
817300627,1
5407535602,0
1046050450,0
757749490,0
757178468,0
572401366,0
587602937,0
736903032,0
87519218,0
742085748,0
87318453,0
59495678,1
575502646,0
6212899789,0
84929735,0
758586554,2
7220945707,0
830149843,0
519598211,0
573837617,0
4381734637,0
640202371,0
811051754,0
1145505619,0
158209429,0
1150687938,0
1049524414,0
1148500898,0
120443263,0
5118494537,0
576610420,0
472979807,0
1045863303,0
4105921854,0
8405813975,0
810717340,2
449549705,0
488400843,0
89635188,1
8212887991,0
89557255,0
455985309,0
430100198,0
460822219,0
431912526,0
439544845,1
489150918,0
439545509,0
755201806,0
432035029,0
488920629,0
444344918,0
4435337518,0
1035394997,0
4437854695,0
454365266,1
747119824,0
1153880213,0
1153899436,2
57032126,1
593801368,0
4428520940,0
86294623,0
412652949,0
494783560,0
1152671639,0
450666475,0
443222569,0
4412717168,0
1146392239,2
131680320,0
131412718,0
471251968,0
4420281045,0
415377532,0
420474444,0
1046047925,0
4431466097,0
3112089115,0
3437923078,0
410956448,0
1065874242,0
431819770,0
64720615,0
1034916656,0
625254319,0
4406388089,0
455995346,1
481562953,0
65457056,0
645163052,0
457080950,0
454603753,0
435244257,0
465661302,0
1144745996,0
1143870511,0
1408029069,2
133419940,0
1131322295,0
732890781,0
7220398084,0
16313289,0
8423402248,1
756529773,0
820931104,0
1152308858,0
10154189661,2
10154006414,0
1425229765,0
59128706,0
515787246,0
5447157463,0
1407653308,0
126623525,0
5118593378,0
386716412,0
1153865817,0
10142953947,0
1152787047,0
1125661762,0
753606206,0
1153778498,2
488304465,0
425954947,0
752154381,0
1152640422,0
512643670,1
3117734007,2
378163053,1
519301419,0
511298324,0
829712224,0
5122372708,0
581136277,0
578501038,0
811782914,1
3436140025,0
711865256,0
1152893771,1
1150049800,0
580995200,0
1127678417,0
749610543,0
1153361887,0
1427144579,0
825126712,0
759855467,0
648845408,0
610860814,0
829992246,0
5102348446,0
578451681,0
813946082,0
1414435529,2
154532933,0
810088556,0
827473803,0
7397727075,1
817465127,1
1144468826,0
5107741668,2
85919612,1
725079596,2
755460484,0
89800492,0
1124876568,0
1446579369,0
1154249918,0
1152586267,0
1154288451,1
1149059406,0
476039891,0
746608625,2
749732553,0
1154053595,2
1152354557,0
5219644947,0
1153731809,0
451286374,0
1152472137,0
735594756,0
1153652041,2
1146754307,0
1152635157,1
1152673815,0
435578795,1
1144788185,0
4383565256,0
8391456329,0
1146057651,2
1145940808,0
1132853927,0
1153643581,1
1152302720,0
10152540673,0
1148706705,0
84577178,2
821475601,0
1150364384,0
1134589533,0
728726966,0
1034520387,0
1153546801,2
755676959,0
88446455,0
1139507404,0
463696414,0
1298993556,0
4106547373,0
450426176,0
530612405,0
1152701419,0
1152363998,0
1148338284,0
562062752,0
5101732228,0
6432625661,1
1152496582,0
1134561352,0
6397583395,0
567184637,0
5124634077,0
1144710023,0
562839520,0
646142267,0
1394603361,0
120837855,0
821516137,0
642439270,0
741231030,0
421593886,0
1154133853,0
368101264,0
332135984,0
1149000177,0
644689013,0
648081058,0
3432365621,0
335521451,0
1150399699,0
1213683107,0
646270992,0
435889001,0
179855250,0
3114421665,2
635765897,0
473975477,0
49225020,0
475942616,0
460919704,0
451292116,0
6220921331,0
6393773764,0
462324934,0
638064393,0
4441534299,0
4109573104,0
456463276,0
436426163,0
830685064,0
84686031,0
3151824710,0
517159909,1
89807311,0
824053081,1
565250225,1
3405069097,0
813312149,0
643553393,0
3297863299,0
1153769326,0
374599292,0
84989219,0
822229679,0
479265198,0
389331178,0
49221504,0
415367088,0
640782435,0
626318987,0
751404966,0
4437866238,0
59681668,0
573755285,0
1072822804,0
1419243120,0
1402423954,1
445994177,0
116265529,0
1146529112,0
10391649334,0
47383488,0
387062868,0
335684335,0
1135400378,0
475718396,0
760741162,0
647607408,0
1380175456,2
758630691,0
10445470055,1
10152470653,0
84933763,0
5439346831,1
567067720,0
5123193344,1
733707545,0
5403943809,0
1147305531,0
755089283,0
1150703844,0
728261767,0
829326236,0
4439351757,0
1143267003,0
1153833618,0
1154379021,0
8398159823,1
1153325167,0
1132332674,0
1154064171,2
1440968912,0
155062974,0
410020273,0
449838544,1
433254711,0
392191971,0
57335876,0
1297226454,2
5102587460,0
573734002,0
5403925809,0
567463242,0
511641265,0
519587892,1
3151485838,0
1153112004,0
10152794698,0
1153087138,0
722886877,0
7213808158,0
1133059971,0
1148898466,0
1153356836,1
116265846,0
755160949,0
1152841609,2
750311228,0
8410316473,0
577054138,0
439653126,0
738539205,0
749235064,1
748175393,1
1132563923,2
128378303,0
5104892500,0
7220077848,0
1137445160,0
7426024066,0
1146736175,0
1152402578,0
1152374141,0
1154432662,0
451922169,0
1152833565,0
1407454704,0
1142717105,2
1151258115,0
636564201,0
736365310,0
7165121257,0
5401998015,0
1153369916,0
1136295632,0
820018657,0
1134697429,0
1146418878,0
1154162665,0
1152679017,0
1152571389,0
722902692,0
1152849601,0
749569734,1
3100897253,0
1134046681,0
743816341,0
1153204106,0
85814086,0
7296927805,0
4438276326,0
1384109980,0
755571740,0
562885413,0
593748328,0
491292904,2
5426304588,0
1153162758,1
634298624,0
647984729,0
335015645,0
1394579070,0
1032810432,0
57678941,1
1396275050,0
77215749,0
1433322442,0
410706078,0
528521614,0
3151614330,0
8413414778,1
5408988862,0
345002095,0
336373329,0
434501487,0
642415867,0
3107566869,2
5108082657,0
562189951,1
585049663,0
511471261,1
1150642347,0
1129516722,0
6220910495,0
6435284967,0
632399924,0
477274957,0
1144639289,0
145687944,0
3151465008,0
1440396789,1
5121530395,0
642471900,0
639792745,0
1131072352,0
634381914,1
442055176,0
1389315513,0
442206971,0
434901325,0
511840205,0
4437022050,0
634550870,0
3111991059,0
366908927,0
5397420971,0
366947927,0
830733229,0
89484773,0
84988947,0
8381540406,0
514670999,0
336378460,0
398508211,0
8431990991,0
811792610,0
58382111,0
59824163,0
5113395661,2
5102511008,2
392091767,0
3384214918,0
818887589,0
811068168,0
8436188741,0
89193265,0
642478373,0
334930606,0
467707940,0
1399425533,0
1153359742,0
646684168,0
